 ver 5
1073754379	1195	1026	2185	792	0	1
1	0	0	0	0
102	0	-8	-8	0
100	0	-8	-7	0
100	0	-8	-6	0
100	0	-8	-5	0
100	0	-8	-4	0
100	0	-8	-3	0
100	0	-8	-2	0
100	0	-8	-1	0
100	0	-8	0	0
100	0	-8	1	0
100	0	-8	2	0
100	0	-8	3	0
100	0	-8	4	0
100	0	-8	5	0
100	0	-8	6	0
100	0	-8	7	0
100	0	-8	8	0
100	0	-8	9	0
99	0	-7	-8	0
99	0	-7	9	0
99	0	-6	-8	0
99	0	-6	9	0
1833	0	-6	10	0
99	0	-5	-8	0
99	0	-5	9	0
1826	0	-5	10	0
99	0	-4	-8	0
99	0	-4	9	0
1826	0	-4	10	0
99	0	-3	-8	0
99	0	-3	9	0
1826	0	-3	10	0
99	0	-2	-8	0
99	0	-2	9	0
1831	0	-2	10	0
99	0	-1	-8	0
99	0	-1	9	0
99	0	0	-8	0
1	0	0	0	0
99	0	0	9	0
99	0	1	-8	0
99	0	1	9	0
99	0	2	-8	0
99	0	2	9	0
99	0	3	-8	0
99	0	3	9	0
1833	0	3	10	0
99	0	4	-8	0
99	0	4	9	0
1826	0	4	10	0
99	0	5	-8	0
99	0	5	9	0
1826	0	5	10	0
99	0	6	-8	0
99	0	6	9	0
1826	0	6	10	0
99	0	7	-8	0
99	0	7	9	0
1831	0	7	10	0
99	0	8	-8	0
99	0	8	9	0
99	0	9	-8	0
100	0	9	-7	0
100	0	9	-6	0
100	0	9	-5	0
100	0	9	-4	0
100	0	9	-3	0
100	0	9	-2	0
100	0	9	-1	0
100	0	9	0	0
100	0	9	1	0
100	0	9	2	0
100	0	9	3	0
100	0	9	4	0
100	0	9	5	0
100	0	9	6	0
100	0	9	7	0
100	0	9	8	0
101	0	9	9	0
20723	0	-7	-7	7
20723	0	-7	-6	7
20723	0	-7	-5	7
20723	0	-7	-4	7
20723	0	-7	-3	7
20723	0	-7	-2	7
20723	0	-7	-1	7
20723	0	-7	0	7
20723	0	-7	1	7
20723	0	-7	2	7
20723	0	-7	3	7
20723	0	-7	4	7
20723	0	-7	5	7
20723	0	-7	6	7
20723	0	-7	7	7
20723	0	-7	8	7
20723	0	-7	9	7
20723	0	-6	-7	7
20723	0	-6	-6	7
20723	0	-6	-5	7
20723	0	-6	-4	7
20723	0	-6	-3	7
20723	0	-6	-2	7
20723	0	-6	-1	7
20723	0	-6	0	7
20723	0	-6	1	7
20723	0	-6	2	7
20723	0	-6	3	7
20723	0	-6	4	7
20723	0	-6	5	7
20723	0	-6	6	7
20723	0	-6	7	7
20723	0	-6	8	7
20723	0	-6	9	7
20723	0	-5	-7	7
20723	0	-5	-6	7
20723	0	-5	-5	7
20723	0	-5	-4	7
20723	0	-5	-3	7
20723	0	-5	-2	7
20723	0	-5	-1	7
20723	0	-5	0	7
20723	0	-5	1	7
20723	0	-5	2	7
20723	0	-5	3	7
20723	0	-5	4	7
20723	0	-5	5	7
20723	0	-5	6	7
20723	0	-5	7	7
20723	0	-5	8	7
20723	0	-5	9	7
20723	0	-4	-7	7
20723	0	-4	-6	7
20723	0	-4	-5	7
20723	0	-4	-4	7
20723	0	-4	-3	7
20723	0	-4	-2	7
20723	0	-4	-1	7
20723	0	-4	0	7
20723	0	-4	1	7
20723	0	-4	2	7
20723	0	-4	3	7
20723	0	-4	4	7
20723	0	-4	5	7
20723	0	-4	6	7
20723	0	-4	7	7
20723	0	-4	8	7
20723	0	-4	9	7
20723	0	-3	-7	7
20723	0	-3	-6	7
20723	0	-3	-5	7
20723	0	-3	-4	7
20723	0	-3	-3	7
20723	0	-3	-2	7
20723	0	-3	-1	7
20723	0	-3	0	7
20723	0	-3	1	7
20723	0	-3	2	7
20723	0	-3	3	7
20723	0	-3	4	7
20723	0	-3	5	7
20723	0	-3	6	7
20723	0	-3	7	7
20723	0	-3	8	7
20723	0	-3	9	7
20723	0	-2	-7	7
20723	0	-2	-6	7
20723	0	-2	-5	7
20723	0	-2	-4	7
20723	0	-2	-3	7
20723	0	-2	-2	7
20723	0	-2	-1	7
20723	0	-2	0	7
20723	0	-2	1	7
20723	0	-2	2	7
20723	0	-2	3	7
20723	0	-2	4	7
20723	0	-2	5	7
20723	0	-2	6	7
20723	0	-2	7	7
20723	0	-2	8	7
20723	0	-2	9	7
20723	0	-1	-7	7
20723	0	-1	-6	7
20723	0	-1	-5	7
20723	0	-1	-4	7
20723	0	-1	-3	7
20723	0	-1	-2	7
20723	0	-1	-1	7
20723	0	-1	0	7
20723	0	-1	1	7
20723	0	-1	2	7
20723	0	-1	3	7
20723	0	-1	4	7
20723	0	-1	5	7
20723	0	-1	6	7
20723	0	-1	7	7
20723	0	-1	8	7
20723	0	-1	9	7
20723	0	0	-7	7
20723	0	0	-6	7
20723	0	0	-5	7
20723	0	0	-4	7
20723	0	0	-3	7
20723	0	0	-2	7
20723	0	0	-1	7
20723	0	0	0	7
20723	0	0	1	7
20723	0	0	2	7
20723	0	0	3	7
20723	0	0	4	7
20723	0	0	5	7
20723	0	0	6	7
20723	0	0	7	7
20723	0	0	8	7
20723	0	0	9	7
20723	0	1	-6	7
20723	0	1	-5	7
20723	0	1	-4	7
20723	0	1	-3	7
20723	0	1	-2	7
