 ver 5
1073747769	198	253	665	790	0	1
1	0	0	0	0
102	0	-6	-6	0
100	0	-6	-5	0
100	0	-6	-4	0
100	0	-6	-3	0
100	0	-6	-2	0
100	0	-6	-1	0
100	0	-6	0	0
100	0	-6	1	0
100	0	-6	2	0
100	0	-6	3	0
100	0	-6	4	0
100	0	-6	5	0
100	0	-6	6	0
99	0	-5	-6	0
99	0	-5	6	0
1873	0	-5	7	0
99	0	-4	-6	0
99	0	-4	6	0
1873	0	-4	7	0
99	0	-3	-6	0
99	0	-3	6	0
1873	0	-3	7	0
99	0	-2	-6	0
99	0	-2	6	0
1873	0	-2	7	0
99	0	-1	-6	0
99	0	-1	6	0
1873	0	-1	7	0
99	0	0	-6	0
1	0	0	0	0
99	0	0	6	0
1873	0	0	7	0
99	0	1	-6	0
99	0	1	6	0
1873	0	1	7	0
99	0	2	-6	0
99	0	2	6	0
1873	0	2	7	0
99	0	3	-6	0
99	0	3	6	0
1873	0	3	7	0
99	0	4	-6	0
99	0	4	6	0
1873	0	4	7	0
99	0	5	-6	0
99	0	5	6	0
1873	0	5	7	0
99	0	6	-6	0
100	0	6	-5	0
100	0	6	-4	0
100	0	6	-3	0
100	0	6	-2	0
100	0	6	-1	0
100	0	6	0	0
100	0	6	1	0
100	0	6	2	0
100	0	6	3	0
100	0	6	4	0
100	0	6	5	0
101	0	6	6	0
1873	0	6	7	0
1250	0	-5	-5	7
1250	0	-5	-4	7
1250	0	-5	-3	7
1250	0	-5	-2	7
1250	0	-5	-1	7
1250	0	-5	0	7
1250	0	-5	1	7
1250	0	-5	2	7
1250	0	-5	3	7
1250	0	-5	4	7
1250	0	-5	5	7
1250	0	-5	6	7
1250	0	-4	-5	7
1250	0	-4	-4	7
1250	0	-4	-3	7
1250	0	-4	-2	7
1250	0	-4	-1	7
1250	0	-4	0	7
1250	0	-4	1	7
1250	0	-4	2	7
1250	0	-4	3	7
1250	0	-4	4	7
1250	0	-4	5	7
1250	0	-4	6	7
1250	0	-3	-5	7
1250	0	-3	-4	7
1250	0	-3	-3	7
1250	0	-3	-2	7
1250	0	-3	-1	7
1250	0	-3	0	7
1250	0	-3	1	7
1250	0	-3	2	7
1250	0	-3	3	7
1250	0	-3	4	7
1250	0	-3	5	7
1250	0	-3	6	7
1250	0	-2	-5	7
1250	0	-2	-4	7
1250	0	-2	-3	7
1250	0	-2	-2	7
1250	0	-2	-1	7
1250	0	-2	0	7
1250	0	-2	1	7
1250	0	-2	2	7
1250	0	-2	3	7
1250	0	-2	4	7
1250	0	-2	5	7
1250	0	-2	6	7
1250	0	-1	-5	7
1250	0	-1	-4	7
1250	0	-1	-3	7
1250	0	-1	-2	7
1250	0	-1	-1	7
1250	0	-1	0	7
1250	0	-1	1	7
1250	0	-1	2	7
1250	0	-1	3	7
1250	0	-1	4	7
1250	0	-1	5	7
1250	0	-1	6	7
1250	0	0	-5	7
1250	0	0	-4	7
1250	0	0	-3	7
1250	0	0	-2	7
1250	0	0	-1	7
1250	0	0	0	7
1250	0	0	1	7
1250	0	0	2	7
1250	0	0	3	7
1250	0	0	4	7
1250	0	0	5	7
1250	0	0	6	7
1250	0	1	-5	7
1250	0	1	-4	7
1250	0	1	-3	7
1250	0	1	-2	7
1250	0	1	-1	7
1250	0	1	0	7
1250	0	1	1	7
1250	0	1	2	7
1250	0	1	3	7
1250	0	1	4	7
1250	0	1	5	7
1250	0	1	6	7
1250	0	2	-5	7
1250	0	2	-4	7
1250	0	2	-3	7
1250	0	2	-2	7
1250	0	2	-1	7
1250	0	2	0	7
1250	0	2	1	7
1250	0	2	2	7
1250	0	2	3	7
1250	0	2	4	7
1250	0	2	5	7
1250	0	2	6	7
1250	0	3	-5	7
1250	0	3	-4	7
1250	0	3	-3	7
1250	0	3	-2	7
1250	0	3	-1	7
1250	0	3	0	7
1250	0	3	1	7
1250	0	3	2	7
1250	0	3	3	7
1250	0	3	4	7
1250	0	3	5	7
1250	0	3	6	7
1250	0	4	-5	7
1250	0	4	-4	7
1250	0	4	-3	7
1250	0	4	-2	7
1250	0	4	-1	7
1250	0	4	0	7
1250	0	4	1	7
1250	0	4	2	7
1250	0	4	3	7
1250	0	4	4	7
1250	0	4	5	7
1250	0	4	6	7
1250	0	5	-5	7
1250	0	5	-4	7
1250	0	5	-3	7
1250	0	5	-2	7
1250	0	5	-1	7
1250	0	5	0	7
1250	0	5	1	7
1250	0	5	2	7
1250	0	5	3	7
1250	0	5	4	7
1250	0	5	5	7
1250	0	5	6	7
1250	0	6	-5	7
1250	0	6	-4	7
1250	0	6	-3	7
1250	0	6	-2	7
1250	0	6	-1	7
1250	0	6	0	7
1250	0	6	1	7
1250	0	6	2	7
1250	0	6	3	7
1250	0	6	4	7
1250	0	6	5	7
1250	0	6	6	7
29	0	-6	-6	7
27	0	-6	-5	7
27	0	-6	-4	7
27	0	-6	-3	7
27	0	-6	-2	7
27	0	-6	-1	7
27	0	-6	0	7
27	0	-6	1	7
27	0	-6	2	7
