 ver 5
1073791996	554	539	1118	2511	0	1
1	0	0	0	0
68	0	-4	-7	0
67	0	-4	-6	0
67	0	-4	-5	0
67	0	-4	-4	0
67	0	-4	-3	0
67	0	-4	-2	0
67	0	-4	-1	0
67	0	-4	0	0
67	0	-4	1	0
67	0	-4	2	0
67	0	-4	3	0
67	0	-4	4	0
67	0	-4	5	0
67	0	-4	6	0
67	0	-4	7	0
66	0	-3	-7	0
66	0	-3	7	0
66	0	-2	-7	0
66	0	-2	7	0
1856	0	-2	8	0
66	0	-1	-7	0
66	0	-1	7	0
1849	0	-1	8	0
66	0	0	-7	0
1	0	0	0	0
66	0	0	7	0
1849	0	0	8	0
66	0	1	-7	0
66	0	1	7	0
1849	0	1	8	0
66	0	2	-7	0
66	0	2	7	0
1854	0	2	8	0
66	0	3	-7	0
66	0	3	7	0
66	0	4	-7	0
66	0	4	7	0
66	0	5	-7	0
67	0	5	-6	0
67	0	5	-5	0
67	0	5	-4	0
67	0	5	-3	0
67	0	5	-2	0
67	0	5	-1	0
67	0	5	0	0
67	0	5	1	0
67	0	5	2	0
67	0	5	3	0
67	0	5	4	0
67	0	5	5	0
67	0	5	6	0
65	0	5	7	0
1247	0	-3	-6	7
1239	0	-3	-5	7
1239	0	-3	-4	7
1239	0	-3	-3	7
1239	0	-3	-2	7
1239	0	-3	-1	7
1239	0	-3	0	7
1239	0	-3	1	7
1239	0	-3	2	7
1239	0	-3	3	7
1239	0	-3	4	7
1239	0	-3	5	7
1239	0	-3	6	7
1240	0	-3	7	7
1241	0	-2	-6	7
1239	0	-2	-5	7
1239	0	-2	-4	7
1239	0	-2	-3	7
1239	0	-2	-2	7
1239	0	-2	-1	7
1239	0	-2	0	7
1239	0	-2	1	7
1239	0	-2	2	7
1239	0	-2	3	7
1239	0	-2	4	7
1239	0	-2	5	7
1239	0	-2	6	7
1240	0	-2	7	7
1241	0	-1	-6	7
1239	0	-1	-5	7
1239	0	-1	-4	7
1239	0	-1	-3	7
1239	0	-1	-2	7
1239	0	-1	-1	7
1239	0	-1	0	7
1239	0	-1	1	7
1239	0	-1	2	7
1239	0	-1	3	7
1239	0	-1	4	7
1239	0	-1	5	7
1239	0	-1	6	7
1240	0	-1	7	7
1241	0	0	-6	7
1239	0	0	-5	7
1239	0	0	-4	7
1239	0	0	-3	7
1239	0	0	-2	7
1239	0	0	-1	7
1239	0	0	0	7
1239	0	0	1	7
1239	0	0	2	7
1239	0	0	3	7
1239	0	0	4	7
